Sample;20ms_raw;freilaufend_raw;Mittelwert_20ms;Mittelwert_freilaufend;20ms;freilaufend
420;214037;187687;213254.6729;187665.6733;782.3271484;21.32666016
421;214030;187790;213254.6729;187665.6733;775.3271484;124.3266602
422;213998;187743;213254.6729;187665.6733;743.3271484;77.32666016
423;214096;187760;213254.6729;187665.6733;841.3271484;94.32666016
424;214020;187684;213254.6729;187665.6733;765.3271484;18.32666016
425;214034;187678;213254.6729;187665.6733;779.3271484;12.32666016
426;213990;187749;213254.6729;187665.6733;735.3271484;83.32666016
427;214019;187822;213254.6729;187665.6733;764.3271484;156.3266602
428;213998;187780;213254.6729;187665.6733;743.3271484;114.3266602
429;214023;187715;213254.6729;187665.6733;768.3271484;49.32666016
430;214011;187682;213254.6729;187665.6733;756.3271484;16.32666016
431;214117;187683;213254.6729;187665.6733;862.3271484;17.32666016
432;214084;187631;213254.6729;187665.6733;829.3271484;-34.67333984
433;214065;187653;213254.6729;187665.6733;810.3271484;-12.67333984
434;214174;187739;213254.6729;187665.6733;919.3271484;73.32666016
435;214194;187632;213254.6729;187665.6733;939.3271484;-33.67333984
436;214128;187658;213254.6729;187665.6733;873.3271484;-7.673339844
437;214157;187619;213254.6729;187665.6733;902.3271484;-46.67333984
438;214294;187672;213254.6729;187665.6733;1039.327148;6.326660156
439;214166;187548;213254.6729;187665.6733;911.3271484;-117.6733398
440;214192;187571;213254.6729;187665.6733;937.3271484;-94.67333984
441;214301;187458;213254.6729;187665.6733;1046.327148;-207.6733398
442;214229;187512;213254.6729;187665.6733;974.3271484;-153.6733398
443;214257;187592;213254.6729;187665.6733;1002.327148;-73.67333984
444;214320;187601;213254.6729;187665.6733;1065.327148;-64.67333984
445;214161;187647;213254.6729;187665.6733;906.3271484;-18.67333984
446;214192;187588;213254.6729;187665.6733;937.3271484;-77.67333984
447;214256;187611;213254.6729;187665.6733;1001.327148;-54.67333984
448;214302;187606;213254.6729;187665.6733;1047.327148;-59.67333984
449;214302;187709;213254.6729;187665.6733;1047.327148;43.32666016
450;214383;187658;213254.6729;187665.6733;1128.327148;-7.673339844
451;214418;187653;213254.6729;187665.6733;1163.327148;-12.67333984
452;214417;187525;213254.6729;187665.6733;1162.327148;-140.6733398
453;214428;187535;213254.6729;187665.6733;1173.327148;-130.6733398
454;214343;187679;213254.6729;187665.6733;1088.327148;13.32666016
455;214370;187700;213254.6729;187665.6733;1115.327148;34.32666016
456;214329;187617;213254.6729;187665.6733;1074.327148;-48.67333984
457;214447;187714;213254.6729;187665.6733;1192.327148;48.32666016
458;214399;187553;213254.6729;187665.6733;1144.327148;-112.6733398
459;214457;187609;213254.6729;187665.6733;1202.327148;-56.67333984
460;214436;187498;213254.6729;187665.6733;1181.327148;-167.6733398
461;214491;187672;213254.6729;187665.6733;1236.327148;6.326660156
462;214507;187748;213254.6729;187665.6733;1252.327148;82.32666016
463;214495;187677;213254.6729;187665.6733;1240.327148;11.32666016
464;214474;187653;213254.6729;187665.6733;1219.327148;-12.67333984
465;214555;187683;213254.6729;187665.6733;1300.327148;17.32666016
466;214628;187627;213254.6729;187665.6733;1373.327148;-38.67333984
467;214562;187582;213254.6729;187665.6733;1307.327148;-83.67333984
468;214500;187564;213254.6729;187665.6733;1245.327148;-101.6733398
469;214529;187550;213254.6729;187665.6733;1274.327148;-115.6733398
470;214511;187526;213254.6729;187665.6733;1256.327148;-139.6733398
471;214441;187544;213254.6729;187665.6733;1186.327148;-121.6733398
472;214453;187527;213254.6729;187665.6733;1198.327148;-138.6733398
473;214408;187497;213254.6729;187665.6733;1153.327148;-168.6733398
474;214434;187363;213254.6729;187665.6733;1179.327148;-302.6733398
475;214319;187400;213254.6729;187665.6733;1064.327148;-265.6733398
476;214322;187406;213254.6729;187665.6733;1067.327148;-259.6733398
477;214414;187474;213254.6729;187665.6733;1159.327148;-191.6733398
478;214408;187530;213254.6729;187665.6733;1153.327148;-135.6733398
479;214436;187589;213254.6729;187665.6733;1181.327148;-76.67333984
480;214474;187630;213254.6729;187665.6733;1219.327148;-35.67333984
481;214411;187622;213254.6729;187665.6733;1156.327148;-43.67333984
482;214441;187641;213254.6729;187665.6733;1186.327148;-24.67333984
483;214323;187636;213254.6729;187665.6733;1068.327148;-29.67333984
484;214302;187711;213254.6729;187665.6733;1047.327148;45.32666016
485;214391;187679;213254.6729;187665.6733;1136.327148;13.32666016
486;214430;187595;213254.6729;187665.6733;1175.327148;-70.67333984
487;214544;187648;213254.6729;187665.6733;1289.327148;-17.67333984
488;214419;187589;213254.6729;187665.6733;1164.327148;-76.67333984
489;214405;187511;213254.6729;187665.6733;1150.327148;-154.6733398
490;214523;187591;213254.6729;187665.6733;1268.327148;-74.67333984
491;214512;187525;213254.6729;187665.6733;1257.327148;-140.6733398
492;214444;187482;213254.6729;187665.6733;1189.327148;-183.6733398
493;214472;187531;213254.6729;187665.6733;1217.327148;-134.6733398
494;214425;187617;213254.6729;187665.6733;1170.327148;-48.67333984
495;214452;187608;213254.6729;187665.6733;1197.327148;-57.67333984
496;214435;187642;213254.6729;187665.6733;1180.327148;-23.67333984
497;214405;187700;213254.6729;187665.6733;1150.327148;34.32666016
498;214549;187724;213254.6729;187665.6733;1294.327148;58.32666016
499;214540;187547;213254.6729;187665.6733;1285.327148;-118.6733398
500;214367;187603;213254.6729;187665.6733;1112.327148;-62.67333984
501;214565;187550;213254.6729;187665.6733;1310.327148;-115.6733398
502;214472;187584;213254.6729;187665.6733;1217.327148;-81.67333984
503;214440;187486;213254.6729;187665.6733;1185.327148;-179.6733398
504;214513;187489;213254.6729;187665.6733;1258.327148;-176.6733398
505;214590;187491;213254.6729;187665.6733;1335.327148;-174.6733398
506;214459;187483;213254.6729;187665.6733;1204.327148;-182.6733398
507;214502;187553;213254.6729;187665.6733;1247.327148;-112.6733398
508;214493;187520;213254.6729;187665.6733;1238.327148;-145.6733398
509;214434;187590;213254.6729;187665.6733;1179.327148;-75.67333984
510;214497;187594;213254.6729;187665.6733;1242.327148;-71.67333984
511;214441;187632;213254.6729;187665.6733;1186.327148;-33.67333984
512;214526;187540;213254.6729;187665.6733;1271.327148;-125.6733398
513;214506;187591;213254.6729;187665.6733;1251.327148;-74.67333984
514;214585;187626;213254.6729;187665.6733;1330.327148;-39.67333984
515;214545;187594;213254.6729;187665.6733;1290.327148;-71.67333984
516;214642;187617;213254.6729;187665.6733;1387.327148;-48.67333984
517;214561;187705;213254.6729;187665.6733;1306.327148;39.32666016
518;214612;187607;213254.6729;187665.6733;1357.327148;-58.67333984
519;214798;187457;213254.6729;187665.6733;1543.327148;-208.6733398
520;214631;187515;213254.6729;187665.6733;1376.327148;-150.6733398
521;214713;187540;213254.6729;187665.6733;1458.327148;-125.6733398
522;214782;187460;213254.6729;187665.6733;1527.327148;-205.6733398
523;214827;187507;213254.6729;187665.6733;1572.327148;-158.6733398
524;214836;187497;213254.6729;187665.6733;1581.327148;-168.6733398
525;214778;187535;213254.6729;187665.6733;1523.327148;-130.6733398
526;214830;187533;213254.6729;187665.6733;1575.327148;-132.6733398
527;214870;187631;213254.6729;187665.6733;1615.327148;-34.67333984
528;214910;187601;213254.6729;187665.6733;1655.327148;-64.67333984
529;214835;187539;213254.6729;187665.6733;1580.327148;-126.6733398
530;214830;187571;213254.6729;187665.6733;1575.327148;-94.67333984
531;214845;187462;213254.6729;187665.6733;1590.327148;-203.6733398
532;214793;187427;213254.6729;187665.6733;1538.327148;-238.6733398
533;214791;187398;213254.6729;187665.6733;1536.327148;-267.6733398
534;214835;187443;213254.6729;187665.6733;1580.327148;-222.6733398
535;214769;187431;213254.6729;187665.6733;1514.327148;-234.6733398
536;214766;187533;213254.6729;187665.6733;1511.327148;-132.6733398
537;214596;187494;213254.6729;187665.6733;1341.327148;-171.6733398
538;214654;187484;213254.6729;187665.6733;1399.327148;-181.6733398
539;214662;187456;213254.6729;187665.6733;1407.327148;-209.6733398
540;214839;187390;213254.6729;187665.6733;1584.327148;-275.6733398
541;214700;187452;213254.6729;187665.6733;1445.327148;-213.6733398
542;214859;187457;213254.6729;187665.6733;1604.327148;-208.6733398
543;214836;187441;213254.6729;187665.6733;1581.327148;-224.6733398
544;214848;187423;213254.6729;187665.6733;1593.327148;-242.6733398
545;214875;187423;213254.6729;187665.6733;1620.327148;-242.6733398
546;214970;187470;213254.6729;187665.6733;1715.327148;-195.6733398
547;214917;187341;213254.6729;187665.6733;1662.327148;-324.6733398
548;214948;187319;213254.6729;187665.6733;1693.327148;-346.6733398
549;214852;187267;213254.6729;187665.6733;1597.327148;-398.6733398
550;214942;187440;213254.6729;187665.6733;1687.327148;-225.6733398
551;214958;187462;213254.6729;187665.6733;1703.327148;-203.6733398
552;214905;187377;213254.6729;187665.6733;1650.327148;-288.6733398
553;214858;187359;213254.6729;187665.6733;1603.327148;-306.6733398
554;214759;187367;213254.6729;187665.6733;1504.327148;-298.6733398
555;214819;187342;213254.6729;187665.6733;1564.327148;-323.6733398
556;214892;187275;213254.6729;187665.6733;1637.327148;-390.6733398
557;214902;187337;213254.6729;187665.6733;1647.327148;-328.6733398
558;214887;187351;213254.6729;187665.6733;1632.327148;-314.6733398
559;214861;187379;213254.6729;187665.6733;1606.327148;-286.6733398
560;214851;187354;213254.6729;187665.6733;1596.327148;-311.6733398
561;214844;187398;213254.6729;187665.6733;1589.327148;-267.6733398
562;214874;187419;213254.6729;187665.6733;1619.327148;-246.6733398
563;214850;187362;213254.6729;187665.6733;1595.327148;-303.6733398
564;214910;187341;213254.6729;187665.6733;1655.327148;-324.6733398
565;214860;187428;213254.6729;187665.6733;1605.327148;-237.6733398
566;214921;187372;213254.6729;187665.6733;1666.327148;-293.6733398
567;214904;187360;213254.6729;187665.6733;1649.327148;-305.6733398
568;214934;187326;213254.6729;187665.6733;1679.327148;-339.6733398
569;214916;187377;213254.6729;187665.6733;1661.327148;-288.6733398
570;214963;187376;213254.6729;187665.6733;1708.327148;-289.6733398
571;214940;187383;213254.6729;187665.6733;1685.327148;-282.6733398
572;214952;187345;213254.6729;187665.6733;1697.327148;-320.6733398
573;214986;187352;213254.6729;187665.6733;1731.327148;-313.6733398
574;214959;187319;213254.6729;187665.6733;1704.327148;-346.6733398
575;214988;187282;213254.6729;187665.6733;1733.327148;-383.6733398
576;215044;187215;213254.6729;187665.6733;1789.327148;-450.6733398
577;215025;187331;213254.6729;187665.6733;1770.327148;-334.6733398
578;215095;187302;213254.6729;187665.6733;1840.327148;-363.6733398
579;215128;187267;213254.6729;187665.6733;1873.327148;-398.6733398
580;215192;187210;213254.6729;187665.6733;1937.327148;-455.6733398
581;215099;187306;213254.6729;187665.6733;1844.327148;-359.6733398
582;215044;187266;213254.6729;187665.6733;1789.327148;-399.6733398
583;215031;187431;213254.6729;187665.6733;1776.327148;-234.6733398
584;214977;187391;213254.6729;187665.6733;1722.327148;-274.6733398
585;215084;187419;213254.6729;187665.6733;1829.327148;-246.6733398
586;215054;187392;213254.6729;187665.6733;1799.327148;-273.6733398
587;215143;187405;213254.6729;187665.6733;1888.327148;-260.6733398
588;215077;187360;213254.6729;187665.6733;1822.327148;-305.6733398
589;215052;187407;213254.6729;187665.6733;1797.327148;-258.6733398
590;215121;187420;213254.6729;187665.6733;1866.327148;-245.6733398
591;215171;187356;213254.6729;187665.6733;1916.327148;-309.6733398
592;215095;187377;213254.6729;187665.6733;1840.327148;-288.6733398
593;215091;187442;213254.6729;187665.6733;1836.327148;-223.6733398
594;215042;187310;213254.6729;187665.6733;1787.327148;-355.6733398
595;215064;187290;213254.6729;187665.6733;1809.327148;-375.6733398
596;215175;187471;213254.6729;187665.6733;1920.327148;-194.6733398
597;215129;187338;213254.6729;187665.6733;1874.327148;-327.6733398
598;215201;187281;213254.6729;187665.6733;1946.327148;-384.6733398
599;215260;187270;213254.6729;187665.6733;2005.327148;-395.6733398
600;215158;187311;213254.6729;187665.6733;1903.327148;-354.6733398
601;215202;187289;213254.6729;187665.6733;1947.327148;-376.6733398
602;215215;187357;213254.6729;187665.6733;1960.327148;-308.6733398
603;215126;187294;213254.6729;187665.6733;1871.327148;-371.6733398
604;215231;187327;213254.6729;187665.6733;1976.327148;-338.6733398
605;215224;187285;213254.6729;187665.6733;1969.327148;-380.6733398
606;215189;187390;213254.6729;187665.6733;1934.327148;-275.6733398
607;215138;187301;213254.6729;187665.6733;1883.327148;-364.6733398
608;215199;187261;213254.6729;187665.6733;1944.327148;-404.6733398
609;215188;187265;213254.6729;187665.6733;1933.327148;-400.6733398
610;215260;187350;213254.6729;187665.6733;2005.327148;-315.6733398
611;215184;187241;213254.6729;187665.6733;1929.327148;-424.6733398
612;215136;187240;213254.6729;187665.6733;1881.327148;-425.6733398
613;215144;187268;213254.6729;187665.6733;1889.327148;-397.6733398
614;215141;187284;213254.6729;187665.6733;1886.327148;-381.6733398
615;215117;187224;213254.6729;187665.6733;1862.327148;-441.6733398
616;215088;187318;213254.6729;187665.6733;1833.327148;-347.6733398
617;215085;187264;213254.6729;187665.6733;1830.327148;-401.6733398
618;215063;187306;213254.6729;187665.6733;1808.327148;-359.6733398
619;215181;187277;213254.6729;187665.6733;1926.327148;-388.6733398
620;215152;187247;213254.6729;187665.6733;1897.327148;-418.6733398
621;215095;187317;213254.6729;187665.6733;1840.327148;-348.6733398
622;215123;187309;213254.6729;187665.6733;1868.327148;-356.6733398
623;215110;187356;213254.6729;187665.6733;1855.327148;-309.6733398
624;215136;187261;213254.6729;187665.6733;1881.327148;-404.6733398
625;215223;187296;213254.6729;187665.6733;1968.327148;-369.6733398
626;215140;187358;213254.6729;187665.6733;1885.327148;-307.6733398
627;215165;187471;213254.6729;187665.6733;1910.327148;-194.6733398
628;215189;187447;213254.6729;187665.6733;1934.327148;-218.6733398
629;215206;187318;213254.6729;187665.6733;1951.327148;-347.6733398
630;215237;187336;213254.6729;187665.6733;1982.327148;-329.6733398
631;215266;187452;213254.6729;187665.6733;2011.327148;-213.6733398
632;215215;187309;213254.6729;187665.6733;1960.327148;-356.6733398
633;215244;187284;213254.6729;187665.6733;1989.327148;-381.6733398
634;215230;187288;213254.6729;187665.6733;1975.327148;-377.6733398
635;215159;187258;213254.6729;187665.6733;1904.327148;-407.6733398
636;215135;187230;213254.6729;187665.6733;1880.327148;-435.6733398
637;215114;187254;213254.6729;187665.6733;1859.327148;-411.6733398
638;215232;187270;213254.6729;187665.6733;1977.327148;-395.6733398
639;215156;187131;213254.6729;187665.6733;1901.327148;-534.6733398
640;215300;187149;213254.6729;187665.6733;2045.327148;-516.6733398
641;215246;187213;213254.6729;187665.6733;1991.327148;-452.6733398
642;215265;187304;213254.6729;187665.6733;2010.327148;-361.6733398
643;215274;187142;213254.6729;187665.6733;2019.327148;-523.6733398
644;215203;187294;213254.6729;187665.6733;1948.327148;-371.6733398
645;215324;187232;213254.6729;187665.6733;2069.327148;-433.6733398
646;215299;187185;213254.6729;187665.6733;2044.327148;-480.6733398
647;215228;187183;213254.6729;187665.6733;1973.327148;-482.6733398
648;215442;187146;213254.6729;187665.6733;2187.327148;-519.6733398
649;215298;187246;213254.6729;187665.6733;2043.327148;-419.6733398
650;215290;187171;213254.6729;187665.6733;2035.327148;-494.6733398
651;215326;187150;213254.6729;187665.6733;2071.327148;-515.6733398
652;215366;187100;213254.6729;187665.6733;2111.327148;-565.6733398
653;215320;187251;213254.6729;187665.6733;2065.327148;-414.6733398
654;215309;187223;213254.6729;187665.6733;2054.327148;-442.6733398
655;215215;187241;213254.6729;187665.6733;1960.327148;-424.6733398
656;215250;187280;213254.6729;187665.6733;1995.327148;-385.6733398
657;215258;187298;213254.6729;187665.6733;2003.327148;-367.6733398
658;215400;187302;213254.6729;187665.6733;2145.327148;-363.6733398
659;215289;187383;213254.6729;187665.6733;2034.327148;-282.6733398
660;215271;187410;213254.6729;187665.6733;2016.327148;-255.6733398
661;215370;187323;213254.6729;187665.6733;2115.327148;-342.6733398
662;215357;187217;213254.6729;187665.6733;2102.327148;-448.6733398
663;215343;187291;213254.6729;187665.6733;2088.327148;-374.6733398
664;215317;187301;213254.6729;187665.6733;2062.327148;-364.6733398
665;215305;187374;213254.6729;187665.6733;2050.327148;-291.6733398
666;215383;187359;213254.6729;187665.6733;2128.327148;-306.6733398
667;215449;187271;213254.6729;187665.6733;2194.327148;-394.6733398
668;215465;187257;213254.6729;187665.6733;2210.327148;-408.6733398
669;215459;187253;213254.6729;187665.6733;2204.327148;-412.6733398
670;215377;187328;213254.6729;187665.6733;2122.327148;-337.6733398
671;215368;187324;213254.6729;187665.6733;2113.327148;-341.6733398
672;215352;187332;213254.6729;187665.6733;2097.327148;-333.6733398
673;215364;187315;213254.6729;187665.6733;2109.327148;-350.6733398
674;215421;187395;213254.6729;187665.6733;2166.327148;-270.6733398
675;215456;187186;213254.6729;187665.6733;2201.327148;-479.6733398
676;215448;187175;213254.6729;187665.6733;2193.327148;-490.6733398
677;215462;187352;213254.6729;187665.6733;2207.327148;-313.6733398
678;215419;187305;213254.6729;187665.6733;2164.327148;-360.6733398
679;215482;187286;213254.6729;187665.6733;2227.327148;-379.6733398
680;215512;187177;213254.6729;187665.6733;2257.327148;-488.6733398
681;215440;187415;213254.6729;187665.6733;2185.327148;-250.6733398
682;215495;187364;213254.6729;187665.6733;2240.327148;-301.6733398
683;215492;187364;213254.6729;187665.6733;2237.327148;-301.6733398
684;215566;187346;213254.6729;187665.6733;2311.327148;-319.6733398
685;215553;187370;213254.6729;187665.6733;2298.327148;-295.6733398
686;215558;187356;213254.6729;187665.6733;2303.327148;-309.6733398
687;215494;187358;213254.6729;187665.6733;2239.327148;-307.6733398
688;215545;187330;213254.6729;187665.6733;2290.327148;-335.6733398
689;215521;187281;213254.6729;187665.6733;2266.327148;-384.6733398
690;215561;187323;213254.6729;187665.6733;2306.327148;-342.6733398
691;215365;187281;213254.6729;187665.6733;2110.327148;-384.6733398
692;215455;187409;213254.6729;187665.6733;2200.327148;-256.6733398
693;215526;187338;213254.6729;187665.6733;2271.327148;-327.6733398
694;215496;187258;213254.6729;187665.6733;2241.327148;-407.6733398
695;215400;187423;213254.6729;187665.6733;2145.327148;-242.6733398
696;215492;187352;213254.6729;187665.6733;2237.327148;-313.6733398
697;215427;187385;213254.6729;187665.6733;2172.327148;-280.6733398
698;215543;187346;213254.6729;187665.6733;2288.327148;-319.6733398
699;215491;187213;213254.6729;187665.6733;2236.327148;-452.6733398
700;215477;187136;213254.6729;187665.6733;2222.327148;-529.6733398
701;215503;187250;213254.6729;187665.6733;2248.327148;-415.6733398
702;215524;187232;213254.6729;187665.6733;2269.327148;-433.6733398
703;215424;187151;213254.6729;187665.6733;2169.327148;-514.6733398
704;215425;187117;213254.6729;187665.6733;2170.327148;-548.6733398
705;215295;187156;213254.6729;187665.6733;2040.327148;-509.6733398
706;215388;187200;213254.6729;187665.6733;2133.327148;-465.6733398
707;215368;187307;213254.6729;187665.6733;2113.327148;-358.6733398
708;215528;187220;213254.6729;187665.6733;2273.327148;-445.6733398
709;215529;187351;213254.6729;187665.6733;2274.327148;-314.6733398
710;215549;187216;213254.6729;187665.6733;2294.327148;-449.6733398
711;215491;187187;213254.6729;187665.6733;2236.327148;-478.6733398
712;215413;187366;213254.6729;187665.6733;2158.327148;-299.6733398
713;215419;187331;213254.6729;187665.6733;2164.327148;-334.6733398
714;215514;187357;213254.6729;187665.6733;2259.327148;-308.6733398
715;215531;187374;213254.6729;187665.6733;2276.327148;-291.6733398
716;215505;187270;213254.6729;187665.6733;2250.327148;-395.6733398
717;215560;187301;213254.6729;187665.6733;2305.327148;-364.6733398
718;215463;187281;213254.6729;187665.6733;2208.327148;-384.6733398
719;215537;187260;213254.6729;187665.6733;2282.327148;-405.6733398
720;215655;187330;213254.6729;187665.6733;2400.327148;-335.6733398
721;215672;187364;213254.6729;187665.6733;2417.327148;-301.6733398
722;215616;187398;213254.6729;187665.6733;2361.327148;-267.6733398
723;215582;187345;213254.6729;187665.6733;2327.327148;-320.6733398
724;215599;187524;213254.6729;187665.6733;2344.327148;-141.6733398
725;215587;187426;213254.6729;187665.6733;2332.327148;-239.6733398
726;215546;187480;213254.6729;187665.6733;2291.327148;-185.6733398
727;215639;187458;213254.6729;187665.6733;2384.327148;-207.6733398
728;215738;187360;213254.6729;187665.6733;2483.327148;-305.6733398
729;215601;187279;213254.6729;187665.6733;2346.327148;-386.6733398
730;215560;187418;213254.6729;187665.6733;2305.327148;-247.6733398
731;215670;187451;213254.6729;187665.6733;2415.327148;-214.6733398
732;215650;187456;213254.6729;187665.6733;2395.327148;-209.6733398
733;215641;187381;213254.6729;187665.6733;2386.327148;-284.6733398
734;215585;187354;213254.6729;187665.6733;2330.327148;-311.6733398
735;215617;187368;213254.6729;187665.6733;2362.327148;-297.6733398
736;215704;187337;213254.6729;187665.6733;2449.327148;-328.6733398
737;215664;187418;213254.6729;187665.6733;2409.327148;-247.6733398
738;215631;187404;213254.6729;187665.6733;2376.327148;-261.6733398
739;215692;187286;213254.6729;187665.6733;2437.327148;-379.6733398
740;215748;187349;213254.6729;187665.6733;2493.327148;-316.6733398
741;215762;187363;213254.6729;187665.6733;2507.327148;-302.6733398
742;215723;187344;213254.6729;187665.6733;2468.327148;-321.6733398
743;215850;187274;213254.6729;187665.6733;2595.327148;-391.6733398
744;215841;187379;213254.6729;187665.6733;2586.327148;-286.6733398
745;215740;187279;213254.6729;187665.6733;2485.327148;-386.6733398
746;215847;187349;213254.6729;187665.6733;2592.327148;-316.6733398
747;215787;187373;213254.6729;187665.6733;2532.327148;-292.6733398
748;215788;187274;213254.6729;187665.6733;2533.327148;-391.6733398
749;215757;187347;213254.6729;187665.6733;2502.327148;-318.6733398
750;215827;187383;213254.6729;187665.6733;2572.327148;-282.6733398
751;215614;187346;213254.6729;187665.6733;2359.327148;-319.6733398
752;215758;187247;213254.6729;187665.6733;2503.327148;-418.6733398
753;215732;187291;213254.6729;187665.6733;2477.327148;-374.6733398
754;215846;187313;213254.6729;187665.6733;2591.327148;-352.6733398
755;215862;187343;213254.6729;187665.6733;2607.327148;-322.6733398
756;215857;187353;213254.6729;187665.6733;2602.327148;-312.6733398
757;215855;187302;213254.6729;187665.6733;2600.327148;-363.6733398
758;215848;187350;213254.6729;187665.6733;2593.327148;-315.6733398
759;215829;187438;213254.6729;187665.6733;2574.327148;-227.6733398
760;215899;187384;213254.6729;187665.6733;2644.327148;-281.6733398
761;215825;187348;213254.6729;187665.6733;2570.327148;-317.6733398
762;215970;187405;213254.6729;187665.6733;2715.327148;-260.6733398
763;215889;187450;213254.6729;187665.6733;2634.327148;-215.6733398
764;215940;187368;213254.6729;187665.6733;2685.327148;-297.6733398
765;215925;187318;213254.6729;187665.6733;2670.327148;-347.6733398
766;215896;187402;213254.6729;187665.6733;2641.327148;-263.6733398
767;216038;187427;213254.6729;187665.6733;2783.327148;-238.6733398
768;215889;187420;213254.6729;187665.6733;2634.327148;-245.6733398
769;215921;187493;213254.6729;187665.6733;2666.327148;-172.6733398
770;215941;187357;213254.6729;187665.6733;2686.327148;-308.6733398
771;215941;187400;213254.6729;187665.6733;2686.327148;-265.6733398
772;215986;187309;213254.6729;187665.6733;2731.327148;-356.6733398
773;215902;187344;213254.6729;187665.6733;2647.327148;-321.6733398
774;215916;187355;213254.6729;187665.6733;2661.327148;-310.6733398
775;215861;187465;213254.6729;187665.6733;2606.327148;-200.6733398
776;215945;187421;213254.6729;187665.6733;2690.327148;-244.6733398
777;215939;187493;213254.6729;187665.6733;2684.327148;-172.6733398
778;215876;187380;213254.6729;187665.6733;2621.327148;-285.6733398
779;215752;187451;213254.6729;187665.6733;2497.327148;-214.6733398
780;215841;187393;213254.6729;187665.6733;2586.327148;-272.6733398
781;215825;187426;213254.6729;187665.6733;2570.327148;-239.6733398
782;215901;187414;213254.6729;187665.6733;2646.327148;-251.6733398
783;215964;187427;213254.6729;187665.6733;2709.327148;-238.6733398
784;215906;187488;213254.6729;187665.6733;2651.327148;-177.6733398
785;215767;187374;213254.6729;187665.6733;2512.327148;-291.6733398
786;215812;187342;213254.6729;187665.6733;2557.327148;-323.6733398
787;215778;187338;213254.6729;187665.6733;2523.327148;-327.6733398
788;215865;187312;213254.6729;187665.6733;2610.327148;-353.6733398
789;215856;187352;213254.6729;187665.6733;2601.327148;-313.6733398
790;215779;187356;213254.6729;187665.6733;2524.327148;-309.6733398
791;215801;187409;213254.6729;187665.6733;2546.327148;-256.6733398
792;215796;187444;213254.6729;187665.6733;2541.327148;-221.6733398
793;215785;187427;213254.6729;187665.6733;2530.327148;-238.6733398
794;215922;187363;213254.6729;187665.6733;2667.327148;-302.6733398
795;215893;187376;213254.6729;187665.6733;2638.327148;-289.6733398
796;215859;187361;213254.6729;187665.6733;2604.327148;-304.6733398
797;215827;187419;213254.6729;187665.6733;2572.327148;-246.6733398
798;215771;187474;213254.6729;187665.6733;2516.327148;-191.6733398
799;215781;187527;213254.6729;187665.6733;2526.327148;-138.6733398
800;215856;187581;213254.6729;187665.6733;2601.327148;-84.67333984
801;215755;187510;213254.6729;187665.6733;2500.327148;-155.6733398
802;215683;187536;213254.6729;187665.6733;2428.327148;-129.6733398
803;215805;187455;213254.6729;187665.6733;2550.327148;-210.6733398
804;215988;187467;213254.6729;187665.6733;2733.327148;-198.6733398
805;215910;187537;213254.6729;187665.6733;2655.327148;-128.6733398
806;215748;187532;213254.6729;187665.6733;2493.327148;-133.6733398
807;215851;187386;213254.6729;187665.6733;2596.327148;-279.6733398
808;215803;187575;213254.6729;187665.6733;2548.327148;-90.67333984
809;215916;187532;213254.6729;187665.6733;2661.327148;-133.6733398
810;215871;187439;213254.6729;187665.6733;2616.327148;-226.6733398
811;215821;187441;213254.6729;187665.6733;2566.327148;-224.6733398
812;215961;187516;213254.6729;187665.6733;2706.327148;-149.6733398
813;215947;187430;213254.6729;187665.6733;2692.327148;-235.6733398
814;215889;187518;213254.6729;187665.6733;2634.327148;-147.6733398
815;215971;187506;213254.6729;187665.6733;2716.327148;-159.6733398
816;216005;187458;213254.6729;187665.6733;2750.327148;-207.6733398
817;215944;187446;213254.6729;187665.6733;2689.327148;-219.6733398
818;215941;187356;213254.6729;187665.6733;2686.327148;-309.6733398
819;216010;187407;213254.6729;187665.6733;2755.327148;-258.6733398
820;216082;187392;213254.6729;187665.6733;2827.327148;-273.6733398
821;216041;187442;213254.6729;187665.6733;2786.327148;-223.6733398
822;215982;187469;213254.6729;187665.6733;2727.327148;-196.6733398
823;215958;187489;213254.6729;187665.6733;2703.327148;-176.6733398
824;215932;187474;213254.6729;187665.6733;2677.327148;-191.6733398
825;215851;187565;213254.6729;187665.6733;2596.327148;-100.6733398
826;215849;187557;213254.6729;187665.6733;2594.327148;-108.6733398
827;215912;187552;213254.6729;187665.6733;2657.327148;-113.6733398
828;215940;187586;213254.6729;187665.6733;2685.327148;-79.67333984
829;215801;187617;213254.6729;187665.6733;2546.327148;-48.67333984
830;215852;187638;213254.6729;187665.6733;2597.327148;-27.67333984
831;215914;187540;213254.6729;187665.6733;2659.327148;-125.6733398
832;215898;187563;213254.6729;187665.6733;2643.327148;-102.6733398
833;215857;187599;213254.6729;187665.6733;2602.327148;-66.67333984
834;215879;187511;213254.6729;187665.6733;2624.327148;-154.6733398
835;215893;187633;213254.6729;187665.6733;2638.327148;-32.67333984
836;215813;187661;213254.6729;187665.6733;2558.327148;-4.673339844
837;215692;187469;213254.6729;187665.6733;2437.327148;-196.6733398
838;215783;187551;213254.6729;187665.6733;2528.327148;-114.6733398
839;215942;187711;213254.6729;187665.6733;2687.327148;45.32666016
840;215893;187667;213254.6729;187665.6733;2638.327148;1.326660156
841;215888;187592;213254.6729;187665.6733;2633.327148;-73.67333984
842;215914;187583;213254.6729;187665.6733;2659.327148;-82.67333984
