x-axis,1
second,Volt
+35.617301000E-03,+124.500036224E-03
+35.617302000E-03,+155.750036208E-03
+35.617303000E-03,+124.500036288E-03
+35.617304000E-03,+124.500036240E-03
+35.617305000E-03,+93.250036321E-03
+35.617306000E-03,+124.500036142E-03
+35.617307000E-03,+124.500036240E-03
+35.617308000E-03,+155.750036109E-03
+35.617309000E-03,+187.000036092E-03
+35.617310000E-03,+155.750036403E-03
+35.617311000E-03,+187.000036060E-03
+35.617312000E-03,+187.000036240E-03
+35.617313000E-03,+218.250036027E-03
+35.617314000E-03,+187.000036469E-03
+35.617315000E-03,+187.000036240E-03
+35.617316000E-03,+155.750036502E-03
+35.617317000E-03,+187.000035961E-03
+35.617318000E-03,+187.000036240E-03
+35.617319000E-03,+155.750036551E-03
+35.617320000E-03,+155.750036240E-03
+35.617321000E-03,+124.500036584E-03
+35.617322000E-03,+155.750035879E-03
+35.617323000E-03,+93.250036995E-03
+35.617324000E-03,+124.500035846E-03
+35.617325000E-03,+124.500036240E-03
+35.617326000E-03,+124.500036240E-03
+35.617327000E-03,+93.250036683E-03
+35.617328000E-03,+124.500035780E-03
+35.617329000E-03,+124.500036240E-03
+35.617330000E-03,+155.750035747E-03
+35.617331000E-03,+124.500036749E-03
+35.617332000E-03,+155.750035714E-03
+35.617333000E-03,+155.750036240E-03
+35.617334000E-03,+155.750036240E-03
+35.617335000E-03,+155.750036240E-03
+35.617336000E-03,+155.750036240E-03
+35.617337000E-03,+124.500036847E-03
+35.617338000E-03,+155.750035615E-03
+35.617339000E-03,+124.500036880E-03
+35.617340000E-03,+155.750035583E-03
+35.617341000E-03,+124.500036913E-03
+35.617342000E-03,+124.500036240E-03
+35.617343000E-03,+124.500036240E-03
+35.617344000E-03,+124.500036240E-03
+35.617345000E-03,+93.250036979E-03
+35.617346000E-03,+93.250036240E-03
+35.617347000E-03,+93.250036240E-03
+35.617348000E-03,+93.250036240E-03
+35.617349000E-03,+124.500035434E-03
+35.617350000E-03,+124.500036240E-03
+35.617351000E-03,+124.500036240E-03
+35.617352000E-03,+124.500036240E-03
+35.617353000E-03,+93.250037111E-03
+35.617354000E-03,+93.250036240E-03
+35.617355000E-03,+93.250036240E-03
+35.617356000E-03,+93.250036240E-03
+35.617357000E-03,+124.500035303E-03
+35.617358000E-03,+124.500036240E-03
+35.617359000E-03,+124.500036240E-03
+35.617360000E-03,+124.500036240E-03
+35.617361000E-03,+124.500036240E-03
+35.617362000E-03,+155.750035221E-03
+35.617363000E-03,+93.250038310E-03
+35.617364000E-03,+93.250036240E-03
+35.617365000E-03,+124.500035171E-03
+35.617366000E-03,+93.250037324E-03
+35.617367000E-03,+124.500035138E-03
+35.617368000E-03,+62.000038475E-03
+35.617369000E-03,+93.250035105E-03
+35.617370000E-03,+93.250036240E-03
+35.617371000E-03,+93.250036240E-03
+35.617372000E-03,+93.250036240E-03
+35.617373000E-03,+124.500035040E-03
+35.617374000E-03,+93.250037456E-03
+35.617375000E-03,+124.500035007E-03
+35.617376000E-03,+124.500036240E-03
+35.617377000E-03,+124.500036240E-03
+35.617378000E-03,+155.750034957E-03
+35.617379000E-03,+93.250038837E-03
+35.617380000E-03,+124.500034925E-03
+35.617381000E-03,+93.250037571E-03
+35.617382000E-03,+124.500034892E-03
+35.617383000E-03,+124.500036240E-03
+35.617384000E-03,+93.250037620E-03
+35.617385000E-03,+93.250036240E-03
+35.617386000E-03,+62.000037653E-03
+35.617387000E-03,+93.250034809E-03
+35.617388000E-03,+62.000037686E-03
+35.617389000E-03,+93.250034777E-03
+35.617390000E-03,+93.250036240E-03
+35.617391000E-03,+124.500034744E-03
+35.617392000E-03,+93.250037752E-03
+35.617393000E-03,+93.250036240E-03
+35.617394000E-03,+93.250036240E-03
+35.617395000E-03,+93.250036240E-03
+35.617396000E-03,+93.250036240E-03
+35.617397000E-03,+124.500034645E-03
+35.617398000E-03,+93.250037851E-03
+35.617399000E-03,+93.250036240E-03
+35.617400000E-03,+93.250036240E-03
+35.617401000E-03,+62.000037900E-03
+35.617402000E-03,+93.250034563E-03
+35.617403000E-03,+30.750039626E-03
+35.617404000E-03,+93.250032820E-03
+35.617405000E-03,+93.250036240E-03
+35.617406000E-03,+93.250036240E-03
+35.617407000E-03,+93.250036240E-03
+35.617408000E-03,+62.000038015E-03
+35.617409000E-03,+93.250034448E-03
+35.617410000E-03,+93.250036240E-03
+35.617411000E-03,+124.500034415E-03
+35.617412000E-03,+93.250038081E-03
+35.617413000E-03,+93.250036240E-03
+35.617414000E-03,+124.500034365E-03
+35.617415000E-03,+93.250038130E-03
+35.617416000E-03,+93.250036240E-03
+35.617417000E-03,+93.250036240E-03
+35.617418000E-03,+93.250036240E-03
+35.617419000E-03,+62.000038196E-03
+35.617420000E-03,+93.250034267E-03
+35.617421000E-03,+93.250036240E-03
+35.617422000E-03,+93.250036240E-03
+35.617423000E-03,+124.500034217E-03
+35.617424000E-03,+155.750034201E-03
+35.617425000E-03,+655.750003356E-03
+35.617426000E-03,+1.343249990662E+00
+35.617427000E-03,+1.843250002829E+00
+35.617428000E-03,+2.312000004671E+00
+35.617429000E-03,+2.687000010787E+00
+35.617430000E-03,+3.030750012727E+00
+35.617431000E-03,+3.218250023316E+00
+35.617432000E-03,+3.249500034069E+00
+35.617433000E-03,+3.187000040613E+00
+35.617434000E-03,+3.155750038443E+00
+35.617435000E-03,+3.062000042899E+00
+35.617436000E-03,+2.999500040712E+00
+35.617437000E-03,+2.843250047503E+00
+35.617438000E-03,+2.655750049854E+00
+35.617439000E-03,+2.530750045382E+00
+35.617440000E-03,+2.499500038542E+00
+35.617441000E-03,+2.499500036240E+00
+35.617442000E-03,+2.593250029235E+00
+35.617443000E-03,+2.749500024483E+00
+35.617444000E-03,+2.968250019665E+00
+35.617445000E-03,+3.124500024319E+00
+35.617446000E-03,+3.155750033839E+00
+35.617447000E-03,+3.155750036240E+00
+35.617448000E-03,+3.155750036240E+00
+35.617449000E-03,+3.124500038690E+00
+35.617450000E-03,+3.093250038706E+00
+35.617451000E-03,+3.030750041205E+00
+35.617452000E-03,+2.968250041238E+00
+35.617453000E-03,+2.937000038755E+00
+35.617454000E-03,+2.937000036240E+00
+35.617455000E-03,+2.905750038788E+00
+35.617456000E-03,+2.874500038805E+00
+35.617457000E-03,+2.843250038821E+00
+35.617458000E-03,+2.905750031044E+00
+35.617459000E-03,+2.937000033625E+00
+35.617460000E-03,+2.999500030978E+00
